provider,region,network_latency_ms,response_time_ms,availability_percent,resource_utilization_percent
GCP,asia-south1,55,89,99.917,42
AWS,ap-southeast-1,29,46,99.9,63
AWS,us-east-1,79,127,99.939,79
AWS,us-west-2,40,80,99.978,85
Azure,Central India,80,91,99.937,50
AWS,us-east-1,24,68,99.947,68
GCP,asia-east1,23,37,99.906,56
Azure,Southeast Asia,78,120,99.975,62
AWS,us-west-2,10,52,99.983,61
AWS,ap-south-1,72,90,99.997,90
GCP,asia-east1,11,39,99.995,58
AWS,ap-southeast-1,37,54,99.961,44
GCP,us-central1,70,84,99.914,65
GCP,asia-south1,73,111,99.934,75
AWS,ap-south-1,74,98,99.914,94
Azure,Australia East,57,107,99.952,49
GCP,us-central1,57,71,99.941,63
GCP,us-central1,75,121,99.953,86
Azure,East US,41,62,99.918,89
GCP,asia-south1,49,87,99.97,67
Azure,Southeast Asia,33,75,99.948,50
Azure,Australia East,50,64,99.98,77
Azure,Australia East,40,88,99.955,52
Azure,Central India,68,105,99.979,65
Azure,Southeast Asia,73,110,99.922,93
Azure,Southeast Asia,39,68,99.935,91
Azure,Central India,46,67,99.934,56
Azure,East US,19,61,99.974,94
AWS,us-west-2,78,102,99.913,73
GCP,us-east1,79,95,99.997,83
AWS,ap-south-1,16,47,99.988,41
Azure,Central India,37,62,99.947,42
GCP,us-east1,17,60,99.922,65
Azure,Central India,63,74,99.91,84
Azure,Australia East,11,44,99.945,49
GCP,europe-west1,70,114,99.973,74
Azure,Australia East,50,62,99.982,62
GCP,asia-south1,37,74,99.923,52
GCP,europe-west1,61,111,99.91,76
GCP,europe-west1,66,116,99.981,77
AWS,us-west-2,54,91,99.948,68
AWS,eu-west-1,41,83,99.915,44
Azure,Southeast Asia,40,50,99.985,82
Azure,Central India,35,57,99.901,93
AWS,ap-southeast-1,24,47,99.955,83
Azure,West Europe,15,46,99.983,41
GCP,asia-south1,58,81,99.955,66
Azure,Southeast Asia,70,81,99.917,55
AWS,us-east-1,42,54,99.97,83
GCP,europe-west1,24,57,99.955,63
GCP,asia-south1,18,54,99.945,68
GCP,us-central1,48,88,99.984,58
GCP,us-central1,51,73,99.981,86
Azure,Central India,71,104,99.953,87
AWS,ap-southeast-1,20,56,99.949,61
Azure,Central India,36,83,99.958,61
AWS,ap-south-1,69,97,99.989,74
GCP,asia-south1,40,77,99.927,52
Azure,Central India,48,71,99.993,84
GCP,us-central1,54,94,99.901,46
GCP,asia-east1,19,36,99.987,54
Azure,West Europe,22,51,99.935,81
GCP,us-central1,22,58,99.996,67
AWS,eu-west-1,77,90,99.907,49
AWS,us-west-2,75,108,99.923,74
GCP,us-central1,56,68,99.965,63
AWS,us-east-1,20,66,99.925,72
AWS,ap-southeast-1,46,60,99.903,61
AWS,us-west-2,30,49,99.978,43
AWS,us-east-1,29,57,99.953,76
Azure,East US,17,55,99.955,73
AWS,eu-west-1,39,82,99.96,72
GCP,asia-south1,70,104,99.968,49
GCP,asia-east1,30,41,99.916,60
GCP,us-east1,50,83,99.995,89
Azure,East US,58,72,99.946,87
Azure,Southeast Asia,38,71,99.973,58
AWS,eu-west-1,58,68,99.925,85
Azure,Australia East,65,96,99.965,66
AWS,ap-south-1,31,52,99.921,79
Azure,Central India,76,114,99.991,93
Azure,West Europe,73,84,99.998,76
AWS,ap-southeast-1,52,67,99.984,83
GCP,us-central1,57,85,99.937,74
Azure,East US,26,54,99.918,67
Azure,Australia East,75,107,99.947,77
AWS,eu-west-1,38,59,99.952,79
GCP,asia-east1,26,44,99.926,79
GCP,asia-east1,50,63,99.904,76
GCP,asia-south1,30,71,99.972,63
GCP,asia-east1,72,114,99.916,95
AWS,ap-southeast-1,46,72,99.906,72
GCP,us-central1,68,85,99.994,51
Azure,East US,34,50,99.97,85
Azure,Southeast Asia,20,63,99.911,77
AWS,us-east-1,50,68,99.907,64
AWS,eu-west-1,34,54,99.98,62
GCP,us-central1,26,76,99.923,82
Azure,Central India,68,115,99.934,94
Azure,East US,37,66,99.931,73
AWS,us-east-1,76,107,99.905,83
GCP,asia-east1,23,44,99.971,68
GCP,asia-east1,43,80,99.905,62
Azure,East US,14,38,99.982,73
GCP,asia-south1,64,90,99.991,54
AWS,eu-west-1,15,48,99.961,65
AWS,us-west-2,51,62,99.907,45
Azure,Central India,26,36,99.947,71
Azure,West Europe,30,73,99.981,67
AWS,eu-west-1,67,99,99.928,48
AWS,us-east-1,79,123,99.97,73
GCP,asia-south1,32,62,99.942,64
AWS,eu-west-1,10,41,99.935,82
GCP,europe-west1,37,52,99.901,66
Azure,Southeast Asia,67,94,99.964,42
AWS,us-west-2,24,41,99.903,78
Azure,Central India,75,90,99.963,51
GCP,asia-south1,34,62,99.932,90
Azure,West Europe,73,102,99.904,51
GCP,us-central1,55,103,99.977,56
Azure,Southeast Asia,20,43,99.994,66
GCP,asia-east1,25,58,99.928,40
GCP,asia-south1,45,93,99.945,45
AWS,us-west-2,56,101,99.914,60
AWS,eu-west-1,60,101,99.925,53
Azure,Central India,17,65,99.942,50
GCP,asia-east1,50,80,99.946,76
Azure,Southeast Asia,56,99,99.927,85
GCP,us-central1,22,51,99.907,56
AWS,ap-southeast-1,18,43,99.998,94
GCP,europe-west1,30,73,99.98,60
AWS,us-west-2,21,53,99.981,66
AWS,us-west-2,19,47,99.92,79
GCP,us-east1,45,81,99.921,48
GCP,europe-west1,67,99,99.938,85
GCP,europe-west1,80,109,99.971,92
AWS,us-east-1,71,82,99.906,94
AWS,us-west-2,78,127,99.969,58
AWS,ap-south-1,50,99,99.92,48
AWS,us-west-2,40,58,99.909,41
GCP,asia-south1,53,79,99.994,94
GCP,europe-west1,59,87,99.981,88
GCP,asia-east1,10,57,99.955,54
GCP,asia-east1,54,71,99.909,80
GCP,asia-east1,70,88,99.975,81
Azure,Central India,43,87,99.906,53
Azure,East US,72,90,99.939,63
GCP,us-east1,76,103,99.978,48
GCP,us-central1,24,65,99.938,80
Azure,Southeast Asia,31,69,99.984,46
AWS,eu-west-1,79,109,99.965,67
GCP,europe-west1,14,32,99.963,67
Azure,East US,52,62,99.932,59
Azure,Southeast Asia,36,82,99.95,51
Azure,East US,35,79,99.985,58
GCP,asia-south1,61,74,99.992,88
GCP,europe-west1,19,66,99.95,56
Azure,West Europe,67,112,99.92,61
AWS,eu-west-1,37,55,99.981,45
Azure,Australia East,68,110,99.926,71
AWS,us-west-2,44,57,99.9,74
Azure,East US,18,59,99.925,72
GCP,us-central1,33,57,99.979,64
AWS,us-east-1,28,51,99.913,73
GCP,us-east1,52,75,99.941,87
GCP,us-central1,33,78,99.949,88
AWS,us-west-2,61,99,99.959,84
Azure,East US,22,60,99.953,90
Azure,West Europe,36,46,99.914,90
GCP,us-central1,11,34,99.99,64
GCP,us-central1,63,89,99.973,91
Azure,East US,62,100,99.981,68
AWS,us-east-1,26,42,99.925,43
GCP,asia-south1,16,26,99.95,75
Azure,West Europe,22,35,99.986,46
Azure,West Europe,10,58,99.94,95
GCP,europe-west1,39,64,99.954,95
AWS,ap-south-1,30,65,99.984,56
Azure,West Europe,17,34,99.902,73
AWS,ap-south-1,10,32,99.953,68
AWS,ap-south-1,35,82,99.972,68
GCP,us-east1,51,79,99.979,76
GCP,asia-south1,21,48,99.991,43
GCP,us-central1,65,94,99.904,49
Azure,West Europe,71,82,99.933,53
AWS,eu-west-1,75,110,99.976,80
Azure,Central India,74,119,99.978,84
Azure,Australia East,18,29,99.922,91
AWS,eu-west-1,45,91,99.931,50
GCP,europe-west1,19,33,99.967,56
Azure,Central India,28,69,99.903,50
AWS,eu-west-1,41,72,99.98,71
AWS,ap-southeast-1,60,80,99.91,58
AWS,us-east-1,56,79,99.909,52
Azure,Central India,49,61,99.975,76
GCP,asia-east1,25,65,99.997,41
AWS,us-east-1,41,80,99.976,71
AWS,us-west-2,68,87,99.926,53
GCP,us-central1,42,78,99.953,85
Azure,Australia East,59,73,99.985,88
AWS,us-east-1,57,81,99.978,47
GCP,us-east1,50,73,99.915,92
GCP,asia-east1,29,79,99.929,82
GCP,asia-south1,30,51,99.941,51
GCP,us-central1,53,90,99.954,47
Azure,West Europe,40,87,99.954,73
Azure,West Europe,79,124,99.938,74
GCP,asia-south1,68,110,99.986,66
GCP,asia-south1,74,108,99.953,78
AWS,ap-south-1,11,48,99.924,59
AWS,ap-south-1,41,67,99.982,77
Azure,Southeast Asia,74,120,99.908,70
GCP,us-central1,59,108,99.909,42
AWS,us-west-2,71,115,99.922,69
AWS,eu-west-1,56,85,99.992,79
Azure,East US,24,51,99.912,63
Azure,East US,79,95,99.948,65
GCP,asia-east1,19,33,99.935,91
Azure,Southeast Asia,46,63,99.946,57
AWS,us-west-2,41,81,99.973,55
GCP,us-central1,74,90,99.915,48
AWS,ap-southeast-1,11,26,99.932,68
Azure,West Europe,59,77,99.979,57
Azure,East US,34,68,99.933,52
Azure,West Europe,31,77,99.931,44
GCP,asia-east1,20,67,99.961,85
AWS,ap-south-1,73,101,99.978,77
GCP,europe-west1,65,87,99.929,57
GCP,us-central1,17,41,99.997,91
GCP,asia-south1,35,69,99.949,81
AWS,ap-southeast-1,10,21,99.992,91
AWS,us-east-1,46,77,99.905,71
Azure,West Europe,11,60,99.955,60
AWS,ap-south-1,59,84,99.998,45
AWS,us-west-2,55,81,99.94,81
AWS,ap-southeast-1,23,42,99.961,87
AWS,eu-west-1,15,52,99.956,59
AWS,us-west-2,31,77,99.988,47
Azure,West Europe,47,92,99.935,88
AWS,ap-southeast-1,64,94,99.972,60
Azure,Central India,21,33,99.936,41
GCP,us-east1,11,52,99.969,75
Azure,Australia East,34,49,99.949,90
AWS,us-west-2,59,105,99.966,62
Azure,West Europe,22,71,99.966,92
GCP,europe-west1,16,32,99.935,85
GCP,asia-south1,34,60,99.949,93
Azure,West Europe,47,88,99.941,85
GCP,asia-east1,74,107,99.962,94
Azure,West Europe,55,101,99.958,60
Azure,Central India,12,60,99.978,86
AWS,ap-southeast-1,60,85,99.934,50
AWS,us-east-1,77,103,99.964,47
GCP,asia-east1,41,71,99.95,44
AWS,us-west-2,11,41,99.993,74
Azure,Southeast Asia,61,85,99.956,41
Azure,Central India,17,56,99.92,92
GCP,asia-east1,28,68,99.959,78
AWS,ap-southeast-1,75,120,99.967,44
GCP,us-central1,77,87,99.944,50
GCP,us-central1,69,110,99.986,52
GCP,asia-south1,52,100,99.934,89
AWS,us-west-2,16,30,99.942,78
Azure,Australia East,55,86,99.987,46
AWS,us-west-2,24,43,99.949,58
GCP,asia-east1,61,78,99.962,91
GCP,us-east1,24,62,99.949,62
Azure,East US,22,55,99.928,64
AWS,ap-southeast-1,63,81,99.97,47
Azure,East US,34,66,99.929,65
Azure,Central India,12,41,99.908,85
Azure,Southeast Asia,40,84,99.979,46
GCP,asia-south1,29,58,99.969,66
GCP,europe-west1,26,51,99.928,47
GCP,us-central1,41,63,99.99,40
AWS,eu-west-1,22,39,99.986,47
AWS,us-east-1,49,77,99.972,47
AWS,ap-southeast-1,72,92,99.942,76
AWS,ap-southeast-1,51,78,99.917,79
AWS,us-east-1,75,89,99.996,87
GCP,us-east1,52,81,99.979,88
Azure,East US,44,75,99.95,78
AWS,ap-southeast-1,44,88,99.992,72
AWS,ap-south-1,39,57,99.923,46
GCP,us-central1,15,27,99.925,57
Azure,Central India,61,110,99.905,85
Azure,Southeast Asia,10,39,99.927,51
AWS,ap-south-1,62,107,99.911,48
AWS,ap-south-1,24,74,99.958,90
Azure,Australia East,37,63,99.965,55
GCP,asia-east1,36,54,99.951,71
AWS,eu-west-1,44,55,99.91,40
AWS,ap-south-1,28,65,99.931,88
GCP,us-east1,76,91,99.946,54
Azure,Southeast Asia,24,45,99.937,80
GCP,asia-south1,40,67,99.948,69
GCP,us-east1,50,84,99.982,85
Azure,Central India,45,85,99.919,63
AWS,ap-southeast-1,76,89,99.948,80
GCP,asia-east1,46,70,99.947,89
Azure,Australia East,33,68,99.935,95
Azure,Central India,13,49,99.99,46
Azure,Central India,80,122,99.955,90
GCP,asia-south1,24,40,99.939,87
Azure,Southeast Asia,36,54,99.937,92
Azure,Central India,79,102,99.911,74
AWS,us-west-2,66,105,99.92,88
Azure,Australia East,19,31,99.936,72
GCP,europe-west1,32,47,99.981,61
Azure,East US,70,116,99.955,84
Azure,Australia East,53,78,99.909,88
AWS,ap-south-1,37,78,99.964,90
GCP,us-central1,26,58,99.956,90
GCP,europe-west1,50,98,99.925,49
Azure,West Europe,37,51,99.948,90
GCP,asia-south1,45,66,99.928,77
Azure,West Europe,35,55,99.962,82
AWS,us-east-1,38,61,99.946,61
Azure,East US,63,110,99.946,53
GCP,us-central1,62,112,99.956,88
Azure,East US,76,105,99.906,84
AWS,ap-south-1,61,76,99.921,76
AWS,us-west-2,51,71,99.919,80
GCP,europe-west1,12,51,99.909,69
GCP,asia-east1,41,57,99.973,73
AWS,us-west-2,42,61,99.901,59
GCP,asia-east1,48,61,99.963,67
Azure,Southeast Asia,44,79,99.955,73
Azure,Central India,71,106,99.911,82
AWS,ap-south-1,65,102,99.921,42
GCP,europe-west1,65,100,99.945,72
Azure,Southeast Asia,56,103,99.962,57
AWS,ap-south-1,14,42,99.957,54
AWS,us-west-2,19,33,99.968,77
AWS,ap-south-1,73,107,99.912,47
Azure,West Europe,50,99,99.907,78
AWS,eu-west-1,32,77,99.911,67
GCP,asia-east1,41,89,99.911,71
GCP,europe-west1,22,32,99.936,63
GCP,asia-east1,27,48,99.971,85
AWS,ap-southeast-1,46,95,99.904,59
Azure,Australia East,19,51,99.948,70
AWS,ap-south-1,71,104,99.912,51
GCP,us-central1,43,59,99.953,50
AWS,ap-southeast-1,19,37,99.932,86
GCP,us-east1,51,75,99.994,45
AWS,ap-south-1,69,92,99.952,66
AWS,us-east-1,29,66,99.96,89
GCP,us-central1,73,100,99.997,93
Azure,Australia East,73,92,99.95,81
Azure,West Europe,41,57,99.968,60
AWS,ap-southeast-1,20,41,99.989,54
Azure,East US,68,81,99.996,92
Azure,Southeast Asia,41,65,99.909,75
AWS,eu-west-1,80,94,99.912,51
AWS,us-east-1,35,73,99.916,50
GCP,asia-south1,19,67,99.9,82
Azure,Central India,54,70,99.967,57
AWS,ap-southeast-1,55,92,99.968,63
AWS,eu-west-1,77,115,99.909,63
GCP,asia-south1,35,78,99.967,66
AWS,ap-southeast-1,25,41,99.925,42
Azure,East US,51,80,99.961,69
Azure,Central India,30,61,99.974,60
AWS,eu-west-1,74,110,99.9,83
GCP,asia-south1,26,48,99.97,93
GCP,europe-west1,26,72,99.911,56
Azure,Southeast Asia,74,90,99.907,49
Azure,Central India,68,93,99.954,47
Azure,Central India,47,86,99.904,68
GCP,us-central1,67,117,99.944,44
AWS,ap-southeast-1,51,93,99.929,73
GCP,us-east1,42,62,99.99,67
Azure,East US,23,62,99.941,94
Azure,Southeast Asia,62,104,99.974,81
GCP,us-central1,62,109,99.979,85
GCP,asia-east1,72,92,99.983,85
AWS,ap-southeast-1,60,106,99.935,51
GCP,asia-south1,76,115,99.914,76
GCP,europe-west1,41,83,99.935,74
AWS,ap-southeast-1,63,90,99.954,95
AWS,us-east-1,20,55,99.936,59
GCP,us-central1,38,63,99.995,66
GCP,europe-west1,38,73,99.978,87
Azure,Central India,51,91,99.909,67
AWS,us-west-2,54,66,99.936,40
AWS,eu-west-1,13,60,99.967,72
Azure,Central India,14,32,99.917,84
GCP,asia-east1,23,61,99.999,76
AWS,us-west-2,36,61,99.939,46
Azure,Central India,23,34,99.969,81
Azure,Central India,66,77,99.969,64
Azure,Australia East,33,82,99.93,45
AWS,eu-west-1,22,52,99.988,90
Azure,West Europe,39,61,99.904,55
GCP,us-east1,12,58,99.941,47
GCP,asia-south1,26,47,99.914,65
GCP,europe-west1,68,89,99.988,89
Azure,Southeast Asia,65,95,99.965,50
Azure,West Europe,10,48,99.949,52
Azure,West Europe,47,66,99.97,93
Azure,Central India,73,91,99.927,72
AWS,ap-southeast-1,17,48,99.926,76
AWS,us-east-1,69,91,99.968,75
AWS,ap-south-1,46,91,99.902,60
AWS,ap-southeast-1,52,101,99.925,88
Azure,West Europe,54,85,99.995,78
GCP,asia-east1,41,70,99.908,64
AWS,ap-south-1,14,58,99.983,68
Azure,Central India,14,49,99.942,60
Azure,West Europe,61,109,99.923,56
AWS,ap-south-1,53,76,99.919,41
GCP,us-east1,38,50,99.931,69
AWS,us-west-2,31,74,99.944,62
AWS,ap-southeast-1,33,54,99.985,45
GCP,asia-south1,69,109,99.95,62
GCP,europe-west1,42,72,99.962,81
Azure,East US,74,118,99.935,89
AWS,us-west-2,53,65,99.967,86
AWS,us-east-1,62,79,99.92,60
GCP,europe-west1,17,30,99.975,47
AWS,us-east-1,48,78,99.958,87
GCP,europe-west1,74,114,99.957,91
AWS,us-west-2,62,96,99.908,86
AWS,us-west-2,48,69,99.967,71
GCP,asia-east1,27,65,99.99,40
AWS,eu-west-1,80,92,99.997,91
Azure,West Europe,27,70,99.982,75
GCP,asia-east1,28,49,99.986,58
GCP,europe-west1,22,45,99.961,87
Azure,Australia East,49,67,99.992,58
Azure,Southeast Asia,33,57,99.933,63
GCP,us-central1,75,115,99.946,62
Azure,Australia East,53,69,99.901,92
Azure,Central India,12,31,99.936,64
AWS,us-west-2,19,56,99.935,42
GCP,us-central1,64,106,99.962,81
GCP,europe-west1,20,52,99.995,80
GCP,us-central1,12,23,99.921,88
GCP,asia-south1,53,95,99.901,93
GCP,us-east1,20,61,99.931,45
GCP,asia-east1,10,31,99.96,51
Azure,West Europe,31,77,99.906,84
GCP,europe-west1,53,97,99.953,92
Azure,East US,43,66,99.96,67
Azure,Australia East,47,71,99.906,51
AWS,us-west-2,51,64,99.997,46
AWS,eu-west-1,32,50,99.906,47
AWS,us-east-1,55,87,99.991,67
GCP,asia-south1,75,105,99.915,56
Azure,East US,54,71,99.907,82
AWS,ap-south-1,55,85,99.95,87
AWS,ap-south-1,54,93,99.993,84
AWS,eu-west-1,41,86,99.973,91
GCP,europe-west1,61,78,99.904,48
AWS,us-west-2,40,83,99.912,50
AWS,us-west-2,13,36,99.96,70
Azure,Southeast Asia,17,59,99.988,56
AWS,ap-southeast-1,44,87,99.988,41
Azure,East US,60,84,99.976,49
Azure,Central India,61,109,99.923,71
GCP,asia-east1,47,61,99.966,51
AWS,us-west-2,31,41,99.917,40
Azure,Southeast Asia,28,43,99.937,81
GCP,us-central1,19,33,99.933,42
Azure,Southeast Asia,28,46,99.995,42
Azure,East US,37,72,99.91,52
Azure,Australia East,61,71,99.993,86
AWS,eu-west-1,45,93,99.967,90
Azure,Central India,39,82,99.979,52
GCP,asia-south1,36,86,99.933,60
AWS,us-east-1,52,73,99.923,45
Azure,Central India,37,51,99.906,92
AWS,ap-southeast-1,77,115,99.957,85
GCP,us-east1,70,107,99.979,44
GCP,us-east1,38,82,99.957,49
AWS,ap-southeast-1,26,56,99.986,49
AWS,eu-west-1,14,55,99.981,40
GCP,asia-south1,30,61,99.909,67
AWS,ap-southeast-1,14,57,99.907,76
Azure,Australia East,75,90,99.946,84
GCP,asia-south1,17,39,99.934,47
Azure,Southeast Asia,74,124,99.935,89
GCP,us-central1,56,74,99.961,48
GCP,asia-east1,34,82,99.99,73
GCP,asia-east1,28,73,99.973,78
GCP,asia-east1,23,73,99.974,70
AWS,eu-west-1,75,125,99.937,92
Azure,Central India,62,93,99.957,41
Azure,East US,72,91,99.952,62
GCP,us-central1,51,94,99.93,76
AWS,ap-southeast-1,36,60,99.964,60
Azure,East US,55,104,99.998,93
GCP,asia-south1,55,100,99.974,88
Azure,Australia East,78,99,99.978,51
Azure,Southeast Asia,48,89,99.988,65
Azure,East US,70,104,99.945,53
Azure,East US,41,62,99.922,90
Azure,Southeast Asia,53,91,99.947,40
Azure,East US,26,63,99.951,60
AWS,eu-west-1,66,85,99.907,86
Azure,Australia East,33,79,99.929,80
GCP,asia-east1,70,86,99.913,70
AWS,eu-west-1,66,101,99.95,78
Azure,East US,76,122,99.911,79
GCP,asia-east1,57,77,99.936,81
AWS,eu-west-1,32,65,99.936,95
GCP,europe-west1,54,81,99.921,66
Azure,Australia East,42,70,99.958,79
Azure,Central India,15,54,99.926,89
Azure,West Europe,34,74,99.938,64
Azure,West Europe,12,28,99.993,79
AWS,ap-southeast-1,29,51,99.949,52
AWS,us-west-2,22,32,99.994,68
Azure,East US,20,43,99.968,75
Azure,West Europe,50,78,99.998,45
Azure,Southeast Asia,15,46,99.922,81
AWS,ap-south-1,35,67,99.92,42
Azure,Southeast Asia,73,83,99.91,84
Azure,Australia East,37,82,99.918,88
Azure,East US,42,55,99.915,72
Azure,East US,20,42,99.91,58
GCP,us-east1,23,73,99.916,89
GCP,asia-east1,54,96,99.983,85
Azure,East US,58,91,99.964,70
GCP,us-east1,34,59,99.974,60
AWS,us-west-2,48,62,99.979,53
Azure,West Europe,17,56,99.973,90
Azure,Southeast Asia,77,119,99.989,59
GCP,asia-east1,15,61,99.933,61
AWS,us-east-1,77,93,99.933,86
GCP,us-east1,70,115,99.966,65
GCP,europe-west1,72,82,99.948,81
AWS,ap-south-1,34,60,99.95,41
AWS,us-west-2,44,63,99.98,86
Azure,West Europe,78,116,99.943,56
AWS,eu-west-1,10,58,99.927,65
AWS,us-east-1,51,76,99.905,89
AWS,ap-southeast-1,45,60,99.972,64
AWS,us-east-1,46,68,99.972,44
AWS,eu-west-1,80,97,99.926,72
GCP,us-east1,38,71,99.984,78
Azure,Central India,21,58,99.91,58
GCP,asia-east1,15,54,99.924,44
Azure,Southeast Asia,65,109,99.936,87
GCP,us-central1,73,104,99.969,47
Azure,Central India,21,42,99.907,54
AWS,ap-southeast-1,10,60,99.936,56
AWS,ap-southeast-1,42,84,99.912,86
GCP,us-east1,60,108,99.945,40
AWS,ap-south-1,33,49,99.946,50
GCP,us-east1,30,46,99.901,84
Azure,East US,13,63,99.999,95
Azure,East US,58,92,99.988,50
GCP,europe-west1,53,88,99.975,93
GCP,us-east1,46,77,99.913,62
AWS,eu-west-1,71,86,99.978,83
Azure,Central India,68,114,99.944,53
Azure,Australia East,27,72,99.984,78
GCP,asia-south1,23,47,99.915,57
Azure,West Europe,16,28,99.918,86
Azure,West Europe,35,80,99.918,71
GCP,us-east1,59,95,99.91,88
Azure,Southeast Asia,33,67,99.937,67
GCP,asia-south1,50,92,99.968,55
GCP,us-central1,12,33,99.993,90
Azure,Central India,66,84,99.926,66
Azure,West Europe,69,87,99.982,74
AWS,us-east-1,35,65,99.924,42
Azure,West Europe,73,87,99.908,83
GCP,us-east1,10,26,99.958,69
GCP,us-east1,29,63,99.919,51
GCP,us-east1,45,80,99.966,90
AWS,ap-southeast-1,79,104,99.975,44
Azure,Central India,34,69,99.972,85
GCP,asia-south1,71,112,99.98,60
Azure,Central India,71,98,99.922,83
AWS,us-east-1,10,25,99.952,56
AWS,ap-southeast-1,56,92,99.996,64
GCP,us-central1,12,30,99.972,44
AWS,eu-west-1,55,101,99.946,59
GCP,asia-east1,12,48,99.968,59
AWS,ap-south-1,50,84,99.989,93
AWS,us-west-2,35,68,99.967,48
Azure,Southeast Asia,64,76,99.941,63
AWS,us-east-1,25,73,99.95,64
Azure,East US,71,108,99.972,62
Azure,East US,72,109,99.984,50
AWS,us-east-1,74,89,99.958,64
AWS,eu-west-1,37,73,99.99,44
AWS,eu-west-1,27,59,99.997,54
AWS,eu-west-1,12,29,99.974,76
Azure,East US,40,67,99.937,40
Azure,Australia East,18,52,99.981,56
AWS,us-east-1,13,30,99.913,62
AWS,ap-south-1,45,90,99.958,87
GCP,asia-east1,59,86,99.992,86
AWS,us-east-1,79,108,99.929,60
AWS,ap-south-1,29,50,99.924,60
GCP,europe-west1,21,65,99.931,47
GCP,asia-east1,39,57,99.94,44
Azure,Australia East,72,87,99.98,88
GCP,europe-west1,52,79,99.989,60
Azure,East US,24,50,99.962,81
GCP,us-east1,80,114,99.914,92
GCP,asia-south1,48,95,99.952,74
Azure,Australia East,64,76,99.995,83
AWS,ap-south-1,29,71,99.964,74
GCP,europe-west1,80,93,99.961,54
AWS,ap-southeast-1,42,57,99.948,79
AWS,us-east-1,26,60,99.959,79
Azure,Australia East,74,88,99.961,83
AWS,ap-southeast-1,64,83,99.967,60
Azure,Central India,51,70,99.933,45
Azure,Australia East,46,78,99.997,60
GCP,asia-south1,67,98,99.952,61
Azure,Central India,61,84,99.973,54
GCP,us-central1,43,88,99.997,88
Azure,Australia East,20,49,99.94,63
AWS,ap-south-1,54,93,99.93,71
Azure,West Europe,48,75,99.955,95
Azure,Central India,51,83,99.903,40
AWS,ap-southeast-1,10,57,99.993,83
AWS,eu-west-1,75,91,99.955,75
GCP,asia-south1,79,113,99.968,81
GCP,asia-east1,64,101,99.905,73
GCP,asia-east1,65,78,99.943,61
AWS,us-east-1,43,88,99.974,91
AWS,ap-south-1,67,102,99.936,44
Azure,West Europe,17,49,99.975,49
GCP,asia-south1,68,97,99.9,70
GCP,asia-east1,46,64,99.921,89
GCP,us-east1,47,94,99.996,52
AWS,us-west-2,39,80,99.921,78
AWS,us-west-2,62,107,99.986,90
Azure,West Europe,41,81,99.935,69
Azure,West Europe,61,71,99.938,50
Azure,Southeast Asia,60,108,99.953,54
GCP,asia-east1,67,100,99.955,66
GCP,europe-west1,28,70,99.963,90
AWS,ap-south-1,46,69,99.917,52
Azure,West Europe,35,75,99.932,94
GCP,europe-west1,12,29,99.994,95
GCP,asia-south1,28,78,99.921,55
GCP,asia-east1,35,82,99.911,72
GCP,europe-west1,32,50,99.918,54
AWS,ap-south-1,58,73,99.956,40
Azure,Central India,31,64,99.942,78
AWS,us-west-2,35,56,99.935,55
AWS,eu-west-1,42,85,99.988,54
AWS,ap-south-1,76,111,99.928,80
GCP,europe-west1,17,54,99.971,83
Azure,Central India,75,98,99.947,80
AWS,ap-southeast-1,39,64,99.952,61
AWS,us-east-1,76,105,99.988,55
GCP,us-central1,54,81,99.911,92
GCP,us-east1,68,112,99.914,51
AWS,us-west-2,76,102,99.98,86
GCP,us-east1,29,57,99.919,54
GCP,us-central1,66,77,99.928,57
GCP,asia-east1,13,27,99.902,83
GCP,us-east1,31,41,99.902,53
Azure,Southeast Asia,63,97,99.98,83
AWS,ap-southeast-1,79,106,99.963,85
AWS,us-east-1,45,61,99.952,88
GCP,europe-west1,11,60,99.929,73
AWS,ap-south-1,48,66,99.963,53
AWS,us-east-1,49,72,99.917,66
Azure,Australia East,27,37,99.912,90
Azure,Southeast Asia,76,90,99.92,92
AWS,us-east-1,16,65,99.938,95
Azure,Australia East,73,113,99.952,47
Azure,Central India,56,68,99.903,51
GCP,us-east1,17,56,99.952,69
AWS,ap-south-1,13,60,99.913,91
AWS,us-west-2,60,94,99.968,59
GCP,asia-east1,34,53,99.968,76
GCP,us-central1,12,62,99.976,60
GCP,asia-south1,45,63,99.979,54
Azure,Australia East,41,90,99.993,76
AWS,ap-southeast-1,44,76,99.97,68
Azure,Australia East,68,109,99.942,41
GCP,us-central1,34,71,99.976,73
AWS,us-east-1,79,115,99.966,83
AWS,ap-south-1,68,90,99.994,85
Azure,East US,50,84,99.921,53
Azure,Southeast Asia,10,46,99.915,69
GCP,us-east1,53,84,99.959,91
AWS,eu-west-1,57,98,99.966,86
GCP,europe-west1,39,87,99.928,70
AWS,eu-west-1,72,120,99.961,49
GCP,us-east1,26,64,99.967,85
Azure,Southeast Asia,30,64,99.904,47
GCP,us-central1,16,33,99.986,82
GCP,asia-east1,17,57,99.994,87
Azure,Southeast Asia,15,39,99.921,64
GCP,asia-east1,70,106,99.948,40
Azure,Southeast Asia,62,76,99.98,45
Azure,West Europe,61,86,99.968,72
AWS,us-east-1,60,79,99.927,45
AWS,us-west-2,58,72,99.99,89
AWS,us-east-1,55,82,99.997,59
Azure,East US,40,90,99.9,46
